lj,0,A,9,ipaJ,Mxox,6HE,1075016442297,4,2010-12-28,-9.99999999E8,7,2006-11-24,QK3Ot,946684800000,9.999999999E9,zS9vJ,18eDP,U3O,sR,rPP,GW8L8,XYpzh,zoeJ,2006-05-09,2001-09-07,2004-12-03,Renters,Z,G,R,MKdM,O6,0,NH,mdP9y,kTF7b,2011-06-08,692,49,2
WJW,8,66,D3NTB,sF,b,cEZ,946684800000,0,2009-07-22,-9.99999999E8,7hFhp,2019-10-15,C9EaM,1420070400000,-9.99999998999985E8,1bY,H,f,ssnpk,NRwu,A,C,xf,2000-01-05,2018-09-26,2017-09-20,Private Passenger,M,O,xwhG,8rr,EQ,2,AK,3II8J,Hv,2001-07-20,871,96,0
a9QS,0,e0c,BamGT,NOH,vJyhs,NJ,1420070400000,9,2002-01-19,-9.99999999E8,uKYBE,2017-03-27,j,993914436937,-9.99999999E8,mq,C,eH1,FQVil,C7Ef,aD,yFh,te9B,2017-04-10,2017-11-24,2003-02-05,Renters,GD,tKic,9lA,glRvT,z,2,NJ,JoYLJ,7hKj,2016-10-25,893,52,0
gJrK,1,FcGf,em,vw7,GQS,rA,946684800000,5,2012-11-04,9.999999999E9,E1,2005-01-06,jPd,946684800000,9.999999999E9,AF9,jmR,LhY,P,qq4dN,EtvQ,J,HVMXq,2002-06-23,2011-02-08,2005-12-25,Renters,3,jB8,15r,FF,4PjF,0,VT,FOp,VWUTR,2008-03-19,1628,41,4
s,5,mKY,1ayO3,Bm0,cHFb,2t,1031840777937,8,2009-01-18,9.999999998999985E9,cRFsj,2018-09-18,7o,1420070400000,-9.99999999E8,q0G,lV,uKge,DP8Ag,R,hLKel,9LDdb,G,2013-03-26,2005-07-01,2011-12-01,Private Passenger,6DB3i,Q7BG,XRXz,F,MTpw7,9,MD,bEZ,e,2000-06-16,1449,74,3
7sS,9,e1,hbJd,SXwA,5,pm,946684800000,0,2005-05-18,9.999999999E9,MNN,2001-09-19,7,1233200054817,9.999999998999985E9,OHCE,Bat,kT9,FuG,14r,iX0X,5,zJP8Y,2018-02-04,2017-01-06,2004-06-01,Private Passenger,GXhmp,UH,uoXe,XFW,0SRW,9,MN,B8W0,HvCc,2015-12-14,1483,25,1
gu,9,kxPC,e,4,VM25,Obn,946684800000,6,2006-07-02,9.999999998999985E9,U,2019-11-04,XEyO,946684800000,-9.99999998999985E8,O39s,j,n7xvb,pn7Vi,doY,p,v4Q,bjSNp,2006-05-13,2017-11-03,2017-07-09,Renters,RwV,rox1,4aQo4,sgLaT,k,2,PA,o,aOw,2016-04-19,1286,47,4
zNq3,0,6U,XSo,vN,Qo,wO,1420070400000,1,2014-01-21,9.999999999E9,FABkx,2013-03-01,RDX,1420070400000,-9.99999999E8,dK,J,lhrG,aly4v,f8Fe,Q7,j079,Q6,2019-01-09,2002-06-04,2010-07-22,Private Passenger,J,r8,G1,3,5,9,NV,q,CEuO,2005-10-12,1504,80,0
gU61V,0,NF,mcGKY,9Viw1,o,03,1218434356553,9,2004-11-23,-9.99999999E8,Or,2017-09-02,K,1131746885061,9.999999999E9,1,AyO,46,T,f,Rcvn,WW0,O,2005-03-22,2016-12-27,2019-03-22,Private Passenger,X4jPY,SdL,NWI,k,KbrH,8,OH,ikbfl,db,2009-08-24,1860,94,0
tQn,0,Qx,A,bTYS,W,94,946684800000,0,2017-03-19,-9.99999999E8,l,2010-08-13,OIvX,1420070400000,-9.99999999E8,c,K79,DWg,V7,Lp2re,HGHc2,d,Q,2003-04-19,2006-12-08,2003-04-18,Renters,IN2,6sRl,l5,P,P,0,AR,4hFn,Kpm,2017-08-28,1142,84,2
Q9Fj9,0,e,ucEgc,iPg,yjj,mA,1118712179730,1,2002-12-08,9.999999999E9,sLhE,2006-09-07,XPdS,1206822501985,9.999999999E9,Y,WFu,s9mb,Mc6vZ,9A,tq7,uY9,WD7,2001-03-06,2009-10-19,2016-12-06,Private Passenger,8jht,LQnxW,n7D,b,gU,8,IN,5Odys,ku7Y,2015-06-15,673,75,3
7O,9,x,lk8r,YnQZb,gK,x,1107541497997,5,2008-04-11,9.999999999E9,sHg,2013-03-02,2Yd,1420070400000,9.999999998999985E9,U2v,2L,nXGjM,7XtC,6RU,xt,Kh2,zm5,2014-09-25,2011-03-20,2009-02-19,Private Passenger,F,IYh,79Y,ug,JL,0,FL,d,zxl,2014-04-21,1798,72,2
X,0,hZULs,w,4D,vV3,n,1420070400000,9,2019-01-27,-9.99999999E8,rnb,2008-05-16,h8,1376188474851,-9.99999998999985E8,7pc5,v,J,kFLu,r,PT,d,rK1c,2016-10-27,2004-11-11,2007-04-18,Private Passenger,Wn,KF,Vjwia,6UK4S,zAqSD,9,TX,9u3Ci,Wv,2015-06-14,1308,71,2
G2RcA,9,hUo,ik,qUNg,LU,tMKoO,1420070400000,0,2019-11-01,-9.99999999E8,67b,2001-11-04,5,1167200884149,-9.99999999E8,Yr4,p,yHk,G,4Jti,AB7RL,DB,XH,2018-05-03,2003-10-19,2005-06-22,Renters,SAAQK,vDH9z,U,B,m,9,MD,0,yyu,2000-08-28,1152,89,2
LLH,3,MbX,X,zmKy,uX,1ls,946684800000,9,2001-10-03,9.999999998999985E9,cul,2017-03-27,kVn0A,1420070400000,9.999999999E9,Nmns,7o,QtBL,MOCU,a,5Zo,JEVf,rXxSS,2008-04-03,2018-07-26,2009-07-02,Renters,A,4WDeD,NvMO,Kg,wR,9,WI,cFBU,HCrh,2012-06-11,1464,46,4
m,6,Mp,SOPc,VYe,I,6Ocbq,1420070400000,0,2009-01-21,-9.99999998999985E8,6oxgX,2017-05-16,i0S3x,1420070400000,9.999999999E9,EJQdk,kB,Y4cD,ZTk,dfx3c,s,7qi,GYC,2019-07-09,2014-10-25,2004-03-23,Renters,qXwhp,ar,d,Ar,dV5W,9,ME,0l,1zjlf,2014-02-20,1784,58,1
w,0,41rXk,O,GZjkW,RB,6s6,1005093935961,9,2012-12-09,-9.99999999E8,ocr,2005-09-13,c,946684800000,9.999999999E9,j0VsK,HZWn,490u1,Lc1ur,y,9Xc,r89c,lyF,2013-03-05,2018-12-07,2009-12-10,Renters,hCp,nJwx,Y4,7PY,a,0,TX,pdFUE,Lc,2019-03-28,1269,99,4
C,0,z,da,fJtW,Dg,XtY,1420070400000,9,2003-11-27,-9.99999998999985E8,G,2000-09-03,s,946684800000,-9.99999999E8,ma,hWzD,AO,3cFVM,Nol,LtesU,OkWUR,luzT,2013-10-12,2014-11-25,2000-04-20,Private Passenger,zi,idl1,S,mHN6,JmuUb,8,WI,u0a,5lEZ,2012-05-17,1852,49,2
a7,9,63Smp,GXT,uGN,W,ilVYK,1263634432953,7,2005-05-01,9.999999998999985E9,tSZU,2011-08-14,IeLfN,1381853414480,-9.99999998999985E8,Z,Eqzzh,wpMIv,c,p,v,r,IU,2003-06-28,2006-11-11,2010-03-23,Private Passenger,j0s,sCHk,RMXO,j,a173,9,MD,DUS6,y,2017-04-13,635,87,1
NB2,9,bfZW,r,4GDZC,B3Ay,E,946684800000,9,2009-02-02,-9.99999998999985E8,IoKUh,2002-03-02,HaPTj,961028991608,9.999999999E9,zP,cFxI2,Vk,Iig,WKYY1,8g,uMP,L2sAm,2000-05-03,2018-05-18,2011-11-13,Renters,fPBN,Q6Hu7,JoN,3,YFZj,0,AL,myvj,GqRT,2015-02-06,1688,62,1
b,9,tnIo,v,2E,TJa,wv,946684800000,0,2018-02-12,9.999999999E9,T,2012-06-02,rFhGZ,1420070400000,-9.99999998999985E8,96r,Y,vPB,T,Zha,9zw,lf5,TqnT6,2015-10-06,2008-07-26,2008-12-26,Private Passenger,cxZ,uczE,hHx8,hwX,tcLR9,0,SC,8mn,H,2005-09-09,1902,19,2
3Yw,0,9CwTN,d,puhEo,QA,R,946684800000,0,2000-07-04,-9.99999999E8,2qcEh,2013-08-28,A0o,1136339409788,-9.99999999E8,B,mTxrm,Tjh,i,WvoI,sae,x,Y9,2019-07-03,2011-10-20,2011-12-05,Renters,bFD,C,Mb,xThfZ,c,9,SC,4d,6S,2006-03-04,1971,39,1
Ffkd,5,MXC,zYL,j3JN,JDSi,R,1152128458862,1,2012-04-22,-9.99999999E8,DAcL,2013-12-01,Y5r,946684800000,-9.99999999E8,Qgm,k0KF,U1,GGhno,cUi,0aa,U6G,W4UC,2002-12-14,2001-07-19,2004-05-23,Renters,QUb,fBwR5,XKha,XOT,BlJ,0,NM,gjWhZ,ly,2010-05-24,1630,74,4
yrc,0,806WT,3,7NBu3,iD,Lv,1420070400000,4,2013-04-27,9.999999999E9,z,2001-06-09,PgriO,1420070400000,9.999999999E9,MP,1Qtd,mrH,F,YVhAe,Wtn,SWL6,1Jeh,2010-02-07,2019-11-19,2016-07-25,Renters,a5Sk,Z7o,DPN,t,jMG1,9,AK,oy0Yt,fe51,2007-09-06,1171,41,4
BJbd5,9,7h,J4v,7,yqkj7,JIFd,1091212922971,6,2009-05-18,-9.99999999E8,tRPI,2018-02-07,g,946684800000,-9.99999999E8,5sbgP,S,qyFN,LTp2q,2lD,8hK,X3651,Bh,2005-12-21,2013-11-13,2005-08-01,Renters,bzsqb,08Tm,1XXM,nEVIB,pUH,7,NV,D0,IY,2004-07-25,1239,89,4
B,9,cbxm,C,6Uu,zDh,4,1031930848545,9,2006-07-13,-9.99999999E8,mJ8U,2010-01-23,j,946684800000,9.999999998999985E9,j1,9t,p,OmI,4,yWjt,VVsS,NAjV2,2004-03-09,2019-10-24,2005-06-10,Private Passenger,g4l,ZO,IZl,VqKp,KKmI,9,NM,yhfBP,MlyP,2018-07-09,1766,67,4
U8,0,7sW1H,CYaI,4,yux72,ewp1f,1420070400000,5,2018-09-03,9.999999999E9,kERnp,2011-10-23,sTSG,946684800000,-9.99999999E8,2,LpFy,0,ACgIM,J,KX,3oQZ,6eek2,2003-04-27,2002-04-09,2012-11-04,Private Passenger,DW,h,Y,dHg1,kJlc,0,DE,Er,zEQq,2008-10-26,657,26,0
vVwEh,6,jh,wRf,nF6lI,o,ui,946684800000,9,2017-12-22,9.999999999E9,XI,2015-08-02,u2u,1066180899559,-9.99999999E8,sVQ,m,LM,rK4oZ,8pVtC,QdJ8,iP,Kl,2009-06-23,2011-01-22,2008-09-21,Renters,9bHu,5,bxHc,cn,vQ,0,NC,1h9,xO,2007-06-05,1298,20,3
xUX,9,XNnG,Yw8,7aoS1,eVSJ5,Qo7oh,1238102769012,0,2000-12-03,-9.99999999E8,uio1,2018-09-13,3Zit,946684800000,-9.99999998999985E8,yv,uoUkI,Mi,OXs,zL,eV,4hvnv,xxU,2003-04-13,2002-02-17,2019-07-14,Private Passenger,R,c,dbTU,Qp,WnP,2,AZ,elslM,sp,2008-01-01,1953,28,1
FF,9,2,Hza,VD,BmTk,BZ24L,1144510067985,9,2011-03-25,-9.99999999E8,ao3,2014-04-21,ROE,946684800000,9.999999999E9,Z,K,n8,n8vi,8,Lv,yQ,b,2013-07-16,2012-08-28,2010-03-10,Private Passenger,gZYPK,pd,pfeY,Eu,gP,0,WA,8wWV,Fj,2010-11-28,949,76,2
yW3P,0,cmne,5Ero,IJ1,ay,A4q,946684800000,0,2004-02-23,-9.99999999E8,l,2008-05-03,Xu7LJ,1233116685851,-9.99999998999985E8,8S3ma,56L,1Yb,OvJJ,NA39z,cwUAC,vdtU,9TQH,2010-12-15,2019-05-18,2015-03-14,Renters,w8,1Kp,Sp,Jzkl,Ob,9,TX,PGdZl,8,2019-01-04,1019,47,1
QeEsO,9,jBgqf,Ovl,FD,IlMr5,V,1420070400000,9,2017-07-05,-9.99999999E8,KMnyj,2002-02-23,iqmdY,946684800000,9.999999999E9,d,coXsS,cmqPV,Km,jdA,k,8,XL92,2008-02-18,2002-06-26,2015-07-14,Renters,V4huU,xvrMY,CO3Jw,X0,Qk7Qe,9,RI,1n,JW3U,2015-02-07,1901,90,2
FDaHC,0,gdCh,pk,lkv,BdGl5,oC,1420070400000,9,2017-02-16,9.999999999E9,wTP,2017-10-22,P6lW,946684800000,9.999999999E9,ry9GM,TZ,k,T,GjkA,9P,Se,8fRTE,2000-05-13,2013-06-25,2009-09-19,Private Passenger,70O,PY6,hS3l,Ea,VIgE,2,TX,Sk0uA,x,2014-02-21,1244,80,2
iz,0,zzf,wpzwh,h,qGr9s,EV,1420070400000,9,2009-09-10,-9.99999999E8,W,2000-05-16,xG,946684800000,9.999999999E9,8dl3u,u,bj51,VU,4Av1o,Mgdk,4gwg6,qtq,2003-11-19,2006-05-02,2011-12-28,Private Passenger,m,51Mih,rkiW,lf,iwmj,9,SD,um,G,2004-07-20,1142,59,3
ujZ,9,2t0,oG,bnxZ,JlTjk,oQSQ,1000191912205,0,2018-01-16,-9.99999998999985E8,q3m,2006-11-08,Ax7Gl,1420070400000,9.999999999E9,q,YEqUh,Va,Lh,ipFs,STP,6,6jPuG,2007-11-22,2006-02-12,2003-07-20,Private Passenger,eI,V7Ic,ITf8,bvHB7,pGoX,9,RI,98OS,GQ0,2004-03-15,685,47,3
vl,9,bVT,Iwf,p,RT2Nm,JH0,946684800000,0,2010-03-07,9.999999999E9,CfWM,2002-07-18,Nb,946684800000,9.999999999E9,dZjbT,pU,IiS,ftFJv,Cs,9l,yIK9,f,2018-12-06,2009-09-28,2012-02-22,Renters,T8Zr,VTff,Q,yk,K,0,IL,8v,sXKM7,2004-02-19,1804,92,0
KvY,6,liqn,ox,jMWkI,Mj,H04B,1294504970600,9,2018-04-12,-9.99999999E8,P,2001-01-21,UDBL,1420070400000,9.999999999E9,O,f,A,Eazo,ymfrt,rY,ZKlS,Hzwf,2008-04-24,2011-12-17,2000-07-17,Renters,yb,1tc,0JO,vJY,uiK,0,TX,DO8dU,aABG,2017-08-25,1549,96,2
2Kx,9,vJq,vkui,9w,4,OUhAv,1420070400000,9,2011-05-11,-9.99999999E8,m,2009-05-19,J,1062167145943,-9.99999999E8,a8KUW,qohI,GXojj,wq,vlk,TC,HHKeP,RP,2007-07-24,2013-02-22,2006-03-05,Renters,bXki,2ErxB,1iLq8,e,uwP3,9,OR,5,E,2016-02-09,1613,98,2
2Zlx,0,GMosv,5l,oLNaT,cBg,j8Xi,957583208652,3,2004-10-17,-9.99999999E8,zf,2018-10-22,enfO,1411531293040,-9.99999999E8,5h,asKm,Qe,ez,K,8jP,SKDBg,0JV,2006-08-15,2011-12-10,2006-01-18,Private Passenger,giCZq,uD3Sx,5lBs,Jgi,kg7iz,0,MI,M,Itao8,2004-09-15,1185,22,4
XJXSc,0,vVDL,gHZak,qbvq,q,M,946684800000,9,2015-03-05,-9.99999999E8,0Jf,2003-09-27,p,1258786866219,9.999999998999985E9,Pm,Pf,Vs1d,9,i,8mQao,s,U,2019-04-20,2000-01-25,2012-06-02,Private Passenger,rb,L,EVOe,Elqu,70hNh,0,MS,b,wPrb9,2003-06-20,1272,37,4
2ieo,9,za,Fb,qKI,lRGyH,CRD,1163642231547,9,2013-10-28,9.999999999E9,qU,2001-09-24,U,1420070400000,9.999999998999985E9,fGz2A,hE7eT,S54,cFl,OihBW,s,P,fe8pr,2013-06-28,2010-03-04,2006-09-11,Renters,cqH,S,XXePV,8,tm8,9,DC,m,eYiB,2013-07-03,1102,51,3
WdF,9,wOAg0,V1gik,w,J,g,1420070400000,5,2015-06-22,-9.99999999E8,ZeUp,2010-06-01,gZ,946684800000,9.999999999E9,fQ,yl,Co,z,eIT,t,FUCQj,gJsI,2007-11-14,2006-12-06,2004-09-04,Renters,g1,eg,kzj,YyAT3,oO2,0,ND,mnB9I,T,2019-10-12,1818,91,0
y4Gg,9,qzuG,GOnXp,56,OM,l5IHC,1209899396077,9,2014-04-28,-9.99999999E8,O,2009-11-11,VXoma,946684800000,9.999999999E9,z6up,GB,uF,yHf,j,PA,iU7,z,2003-09-20,2005-01-21,2010-04-22,Private Passenger,6mA,etT,X,Zn,pH,6,WA,S3,eMm,2004-08-12,1042,71,0
GE,9,L7CA1,PynXd,Q,H,l7A,1268896212686,0,2016-03-09,-9.99999999E8,wds,2010-05-26,6R,1420070400000,9.999999999E9,ZbErH,hDCMx,N,iz,yLR,Jszi,gNy,RY,2000-08-19,2012-06-11,2011-02-02,Private Passenger,HnpO1,zlOkO,f2Gs,Cjc,e,3,DC,g,9,2003-02-22,989,38,2
rgn,9,E4,lDiN,0,p,N,946684800000,0,2018-08-15,-9.99999999E8,KEJ,2003-06-09,RdC,1420070400000,-9.99999999E8,IomRJ,3djp,O,Wocy,ZpBJq,7n,mtSZs,xQS,2009-07-06,2002-06-14,2003-03-26,Renters,b,r6f0Q,xBKe,I,I,0,WV,uL,6d,2002-03-08,657,71,3
AcAbr,9,Pz,3U,dX,QfBu,RwyGj,1420070400000,9,2008-12-02,9.999999999E9,i,2010-12-03,EWL,946684800000,-9.99999999E8,6I,bNy,WFB,iAZ,oDn,YgYOn,EA,Ma,2004-11-09,2001-11-22,2015-07-26,Private Passenger,zG,yFk,O,h,o,9,WA,Il6,81,2009-09-05,965,22,3
Q18qL,9,9G,v,fz,y4,KYtXr,1244338327334,9,2000-03-01,9.999999999E9,5c,2006-09-03,1E,946684800000,-9.99999999E8,nWga,o98LP,Z9OFX,u3O,m,Jl552,gK,r50Ov,2017-01-11,2012-02-06,2014-08-18,Private Passenger,Lkt41,1NDe,x,mkMU,PaE,4,CT,RbpC,5x0,2013-04-22,1757,63,0
Dxm,0,YmGp,VXWw,o,0,BMrpw,1193019038926,0,2013-01-03,9.999999999E9,eupmH,2010-12-07,L0,1420070400000,-9.99999999E8,Pap,D,EwB,u,75sp,l,I,Jk2B,2009-06-01,2017-06-18,2007-04-14,Renters,s,TUl6,2yHl,C,N,0,IL,J,md,2002-10-03,1039,33,3
XDkpS,6,R4F,4w,YOY,Z,yC8sM,1233687394058,0,2009-12-07,-9.99999998999985E8,oim0,2001-12-09,st,1420070400000,-9.99999999E8,56vs,b,47JK,bix,THZ47,m3zIy,f,Z,2001-09-06,2008-02-28,2001-12-19,Private Passenger,lJGpX,0IoI,N,oeBG,bFqp,0,HI,J8,f9U,2016-04-22,1956,29,2
0q,9,Bp,S0Ge,Qvr,Q7,1MRbY,1018826274395,9,2019-12-19,-9.99999999E8,w68,2005-08-16,FqIus,946684800000,-9.99999999E8,K1Hb3,G,sg,xP,mkYN,iojzV,Cr,Sens,2002-05-19,2019-04-09,2007-01-17,Private Passenger,qUmo,SOgsI,b9,jH0s,oJji,1,GA,6,at0XN,2004-04-27,1573,18,4
Q4VhG,9,1I,J1up,Zu,hvH,R3pi,1420070400000,9,2002-08-05,-9.99999999E8,Jbl0q,2007-11-02,XViqy,1339374056054,9.999999999E9,x,j,EmL,CQB74,kKAfe,fdo,UsG6o,cXrp,2018-06-15,2007-01-13,2011-03-14,Private Passenger,dzB5I,L,Kd,RrCFE,wfqIm,0,NE,v,Kztb,2012-12-26,1423,91,0
2,5,3vF,Kd,wEh,10NrI,s9s0,1420070400000,0,2012-12-05,-9.99999998999985E8,B,2002-05-28,Sp22v,946684800000,9.999999998999985E9,SwwL,CRU,k,qP4KK,Udjs,C,4CZ,iMi8,2017-03-16,2004-02-16,2013-03-09,Private Passenger,HxED,ZHlRD,tndsb,a,aKU2,8,NC,3x,Ip,2004-06-24,1549,56,1
HwdMH,2,6z,d,8,O,sqIQ,1366224418812,8,2007-06-06,9.999999998999985E9,h,2018-02-03,sJ,1420070400000,-9.99999999E8,C5O9,qtk,GA,9,4B,x,q,1,2012-10-16,2005-10-18,2016-08-05,Renters,zuw,woBlA,g9,bJrOu,NO,8,OR,RWO,gxbxn,2010-09-19,1537,66,3
kaGS,0,yk1L,dInE,Y32m8,6,Nisdp,951753881219,9,2016-03-16,9.999999999E9,9CZ2,2003-06-21,UQkM,1420070400000,-9.99999999E8,t,j2,Tt,pu,NHI8a,7VVzw,B,gAT,2006-08-08,2017-07-17,2009-07-09,Renters,oLen,cxA,cxNU,KeIl,eCXW,0,CO,Q3J,mTK,2017-05-14,1165,94,1
Pq,1,Ma90,jWbk,h,O,V,1420070400000,0,2014-06-05,-9.99999999E8,icUzk,2012-05-08,c,1356730362380,9.999999999E9,XRb,mrsUZ,ukIJ,53vd,SQ,p,n8RR,DIHK,2006-09-14,2009-05-04,2008-10-04,Renters,S,Hj6e7,rYk,BbRT,jeO,9,MA,Kn,Z8,2003-12-07,1587,82,1
av4x,0,wOF,R4l,Vx0,9i,2s4,946684800000,0,2012-12-26,-9.99999999E8,K,2014-01-16,iR6EM,946684800000,-9.99999999E8,PhEQ1,ED3Ba,qmU,5n,vl,kPJ,B,jMb1,2002-08-26,2018-02-03,2002-06-03,Private Passenger,E,ZuD,Zu,uKa,Q,0,SC,TnqL,Gb,2009-04-12,838,36,3
wMVoC,0,HpQ6,H,t6h,e8D,6UQaG,1420070400000,0,2008-10-02,9.999999999E9,Bn,2010-11-02,FpB,946684800000,-9.99999999E8,PK8Sm,JG,8VO,WgS8f,oj7M,TSll,rXMXh,N3GW3,2003-08-10,2016-12-17,2000-04-18,Private Passenger,E,g9e,JXXr,iGFB5,S,0,ID,K7B,p4Q,2006-12-28,905,48,4
TUz,0,n,C,aG,QQAtX,UhlPA,946684800000,0,2008-11-03,9.999999999E9,Ecs3S,2010-04-27,Y,946684800000,9.999999999E9,9YpSk,I,D8TLk,F5,7t,1O,Pw,go,2006-05-19,2006-07-23,2009-11-05,Private Passenger,FKCc,Sgv2,jau,JlSRB,BWI,3,CT,iG,jBax7,2005-02-18,1416,18,3
3kBpe,0,E,MD,dKtBm,epUH,de,1420070400000,8,2018-01-27,-9.99999999E8,UfR,2006-08-10,n,946684800000,9.999999999E9,LYeV,jJbBY,kd7,dCdB,VgX,qxb3,H,2,2000-04-20,2002-12-23,2010-09-05,Renters,t,32U,0Z,mfyA,Ul,9,OR,P6,hYu08,2009-06-07,1201,81,0
fX,0,0,bZIP,Ot,v,7s,946684800000,0,2007-05-06,9.999999999E9,U,2009-12-18,W9NBv,1083659000846,9.999999999E9,wwq,a,Nq7y,neg,T6G,K,r,Wgk,2018-01-08,2008-05-07,2018-04-02,Renters,JH,iN4,RaZZH,50DMA,uvOQz,9,IL,Vchj,3hr,2018-07-05,943,98,4
m,9,W6zwy,Xqm,qH,EzP0,ri,1176174495560,9,2003-06-27,-9.99999999E8,O,2013-11-21,Xp6,946684800000,-9.99999999E8,90dph,TSxR,lUTD,aTvsR,AcsPC,zQQD4,GS,LJp,2012-09-24,2012-05-13,2003-06-12,Renters,C,9AS,91Dp0,ead1,PA5G,9,IN,C,VdX,2008-05-20,604,94,2
QzPbj,0,KL,O,z,v8X,n3,946684800000,0,2012-12-14,9.999999998999985E9,OzlKp,2001-01-09,aTERa,1420070400000,9.999999998999985E9,fS,RA0e,v4,Zjnu,m,g,n8uDU,TT,2002-03-09,2002-02-24,2002-04-01,Private Passenger,FTT,SCt,Z,vo,Gt,9,OK,d,U6iH0,2013-12-16,1078,51,2
8A,7,xt,kMR,AN93,zS,IyxE,1420070400000,4,2008-05-25,9.999999999E9,qH1i,2005-06-15,K,1420070400000,-9.99999999E8,us,fNj,1v,5,YQ9o,W7R,u,DVJ,2016-04-21,2005-04-24,2012-10-19,Renters,gaBVJ,YW,F3VW,r2,Liuv,8,GA,DPbr8,fPx,2003-07-16,1746,30,3
z,0,mI,Ab,Lj,LflqU,xxo1,946684800000,0,2008-03-09,9.999999998999985E9,xsD,2003-03-20,m5v9,1280920170542,9.999999998999985E9,t6,jRFP,b7,l7ANA,Ze,22csL,sRSi,ci5n,2011-12-27,2010-08-22,2011-06-16,Private Passenger,Uj,j,s,65Xj,MQS,0,ND,ysvOu,jfve,2009-12-19,1232,96,1
eOP,0,8PqHe,U,6CFyX,ipV,Po,946684800000,9,2004-02-07,9.999999999E9,eBVzx,2004-08-22,8,946684800000,9.999999999E9,CB,qU,Bkyd,Nl,uYt,PAVGA,cAuY,e,2001-03-20,2017-01-23,2005-09-04,Renters,4I,i41,RcY,DHl,z,0,WI,SZ,cdAOI,2007-08-13,728,32,3
x,0,rrH,jv,ym,vvO,D6H,946684800000,9,2013-07-06,-9.99999999E8,x,2018-10-27,Yd6T3,1302308006862,9.999999999E9,2YD,FpV0C,YLO,Z92,W40y,9qbl,msXq,FEgo,2008-09-05,2002-04-25,2015-04-06,Renters,L,p,AJPuD,VPSm,KW1X,6,WI,msl,ej,2018-08-27,1424,72,2
FnNCj,0,ItY,BZ,5JLx,eKrj,6r,1420070400000,9,2010-08-22,-9.99999999E8,hJ,2003-09-25,dHLIG,1244099686710,9.999999999E9,gt,OzQ,5EBPo,NzXi,3uC,vhjK,d,L8aX5,2012-06-21,2016-08-23,2002-12-22,Private Passenger,JhdZD,39U,2yds8,3B,qid23,1,OK,d8F,GJnV,2001-10-25,1186,40,4
I2A,0,Z,8cDH,P,dMQ,ioSFE,1420070400000,8,2011-11-04,-9.99999999E8,uQZ,2018-01-20,C1qis,1281733517591,9.999999999E9,7cHW,jWNP,ZlB,kQYsT,5qHeF,3V,24,S,2008-06-21,2017-02-13,2019-11-05,Renters,S6Vn,E,z,IR,GWv,2,OR,LII,gVa,2012-03-10,1861,85,4
q07P,9,SWgT,w,Hr,Cu,qz2,1420070400000,9,2006-01-01,-9.99999999E8,A,2005-02-10,zFQ,1420070400000,9.999999998999985E9,P,5,c,A,z5,Aft,mmDY,P,2019-08-16,2004-09-15,2002-07-10,Private Passenger,y6,JhjK,Le,yw,vqES,0,GA,eOeC,1,2016-04-10,1845,63,3
Y,9,n3IjE,F8C,Ja7cU,ZzzQX,ztf7,1420070400000,9,2006-03-25,-9.99999999E8,cs5,2013-04-16,kY,1420070400000,9.999999999E9,pwrT,i,d6Ve,5,PW,jMVi,UR,BL,2003-04-11,2000-03-10,2001-04-23,Renters,D6z,mqb0,gDOr2,lD,1qx,0,WI,if,R,2013-02-18,1594,75,0
cUZ,6,lJWt,3rH,U,Hys3,AUo,1420070400000,0,2002-07-09,-9.99999999E8,JWrg,2012-09-06,w0rCU,946684800000,-9.99999999E8,opONW,y,r6m,tlj1I,8BW1,pe,FHaKq,U,2007-11-20,2007-03-02,2016-04-12,Private Passenger,M5S6X,DaEn,qk,xa9,n2Mn,0,DC,76RYK,xZTCA,2008-06-11,1621,26,3
zvqv,9,QGI,R1e,XKzZ,I8iPb,dJ,946684800000,9,2007-09-09,9.999999999E9,rrPMK,2007-11-02,E,992464646722,9.999999999E9,G,GS,VtcPo,l,KFaYO,WnlV2,qf,mKU1,2001-04-12,2018-03-05,2018-12-04,Renters,J923s,pmrL,ejOy,mx,g5o,4,KS,P5,xs1JM,2018-11-17,1707,67,1
gUY,3,Pn,drj0,4,4NP,B,1114205819714,1,2006-11-09,9.999999998999985E9,fTGr,2006-11-09,U6q,946684800000,9.999999999E9,hXQf1,0,Ch6,Fhp00,H1HQG,Zb,TrqOT,KVzD,2018-08-07,2008-05-12,2017-04-17,Private Passenger,ihWOt,Z5,K9P,HOV,bpSPg,0,DC,jyEGd,gyjtJ,2009-07-26,1847,57,4
Re,0,TM,q6z,06dk,Bkq4,ktFp,1420070400000,0,2011-02-01,-9.99999998999985E8,94QlE,2005-05-20,LAkC,1259372986174,-9.99999999E8,Vw,iD,4qjYO,Mr0,Or,l0,kfD,r5jUa,2012-04-11,2008-01-19,2013-03-24,Private Passenger,Ve,B7XXm,B,BA,g1Ovb,7,CO,Gwflt,V,2007-10-24,1692,83,3
N,9,gmA,Orx2,04,j5oz1,T2Nt,1420070400000,9,2005-04-26,9.999999999E9,EAj5,2007-11-13,srZAU,946684800000,9.999999998999985E9,clE,5K,uHKgu,9JPpu,h,bW,YhX7o,ai9FD,2000-12-07,2005-07-06,2015-01-17,Renters,max6,lByz,PxN,0byvL,mtJU,1,KS,l6h,M,2012-11-23,1752,57,4
